subid,sdint,luint,pgint,irint,irfrBIN1to5,trint,taint,arint,ttint,mcint,mcfrBIN1to5,efint,elint,tkint,ilint,ugint,mpint,maarint,ueint,grint,grctint,fiint,pjint,isiint,islint,dcint,dnsint,sbint,anint,liint,aint
318,2,2,2,2,1.5,2,1,2,2,1,2.5,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
319,4,3,1,3,2,4,1,1,3,1,2.5,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1
321,2,1,1,2,2,3,1,2,3,2,4.5,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1
322,2,2,1,3,4,2,1,1,3,2,4.5,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1
323,3,3,1,3,3,3,1,2,2,1,2.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
324,2,2,1,2,3.5,2,1,1,1,3,4.5,1,1,2,1,3,1,1,1,3,1,1,3,4,1,1,1,1,1,1,1
325,3,3,1,4,5,3,2,2,3,3,5,2,2,3,1,4,1,3,1,4,3,2,3,1,1,1,2,1,2,1,1
326,3,3,2,4,3,3,1,2,3,3,5,2,3,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1
327,1,2,1,3,3,2,1,2,2,2,3.5,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
329,3,2,1,3,2,2,1,2,3,1,2.5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
330,2,2,1,2,2,2,1,2,2,1,2.5,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
331,2,2,1,2,0.5,2,1,1,1,1,2.5,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1
333,3,2,1,2,3,3,2,2,2,1,2.5,1,2,2,2,1,2,1,1,3,1,1,2,2,1,2,1,1,1,1,1
334,2,2,1,2,0.5,2,1,1,1,1,2.5,1,1,1,1,1,1,1,1,2,1,1,1, ,1,1,1,1,1,1,1
340, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
341,4,2,1,3,1.5,3,1,1,2,2,3.5,1,3,3,1,1,2,1,1,3,1,2,1,1,1,1,1,1,2,1,1
342,2,2,1,4,4,3,1,2,3,1,2.5,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1
343,3,3,1,2,5,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
344,2,2,1,4,3.5,3,1,1,1,2,4,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
345,3,3,2,3,3.5,3,1,2,3,3,4,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
346,2,2,1,2,3.5,3,1,1,1,1,2.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
347,3,3,1,2,4.5,3,1,2,2,2,3.5,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
348,2,2,1,1,0.5,2,2,1,3,1,2.5,1,2,1,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1
349,2,2,1,2,1.5,2,1,1,2,2,3.5,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1
350,3,2,1,2,0.5,2,1,1,3,2,3.5,2,1,2,1,1,1,1,1,3, ,1,2,1,1,1,1,1,1,1,1
352,3,3,2,2,2,3,2,1,2,1,2.5,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
353, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
354,1,3,1,2,4.5,2,1,1,1,2,3.5,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
355,3,1,1,3,1.5,3,1,2,3,1,2.5,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
359,2,2,1,1,0.5,2,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
362,2,2,1,2,0.5,2,1,1,2,1,2.5,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
366,3,2,1,3,2,2,1,2,3,1,2.5,1,2,1,1,1,1,3,2,2,1,1,1,3,2,1,1,1,1,1,1
367,3,2,1,3,0.5,2,1,1,2,1,2.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
368,2,2,1,3,5,2,1,1,3,2,4.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1
370,1,1,1,3,4.5,3,1,2,3,3,4.5,1,3,2,1,3,1,1,1,3,1,2,2,2,1,1,1,1,1,1,1
371,3,2,1,2,3,2,1,1,1,2,4.5,1,2,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1
372,3,2,2,3,3,3,1,1,1,2,3,1,2,1,1,2,1,1,1,3,1,1,2,3,1,1,1,2,1,1,1
373,2,2,1,2,2,2,1,1,3,1,2.5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,3,3,1,3,5,2,1,1,2,1,2.5,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1
376,2,2,1,3,4,2,1,2,3,1,2.5,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
377,2,2,1,2,2,2,1,1,2,1,2.5,1,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1
382,3,2,1,4,3,3,1,2,2,1,2.5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
383,2,2,1,2,2,2,1,1,1,1,2.5,1,2,2,1,2,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1
384,3,3,1,3,3.5,3,1,1,3,1,2.5,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1
385,2,2,1,2,1.5,2,1,1,2,1,2.5,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
386,3,2,1,3,3,2,1,2,2,3,3.5,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
390,2,2,1,3,4.5,3,1,1,3,1,2.5,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
391,2,2,1,2,4.5,2,1,1,2,1,2.5,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
392,3,2,1,2,1.5,3,2,1,2,1,2.5,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
393,2,3,1,4,4,4,1,2,3,3,4.5,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1
395,2,2,1,2,2,2,1,1,1,1,2.5,1,3,1,1,1,2,1,1,3,1,1,1,3,1,1,1, ,1,1,1
397,3,1,1,3,1.5,2,1,1,2,2,3,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
398,4,3,2,2,2,3,1,1,2,2,4.5,2,2,2,1,1,1,1,1,3,2,2,1,1,1,2,1,1,1,1,1
399,2,2,1,2,1.5,3,1,1,3,1,2.5,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
400,2,2,1,4,4.5,3,1,1,3,1,2.5,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1
401,2,2,1,2,1.5,2,1,1,2,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
402,2,2,2,3,3.5,3,1,1,2,2,3.5,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
403,2,2,1,2,4,2,1,1,1,1,2.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
404,3,2,2,3,4,2,1,2,2,1,2.5,2,2,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
405,3,2,1,2,3.5,2,1,1,1,2,3.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
406,2,3,1,2,4.5,2,1,2,2,1,2.5,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
407,2,2,1,2,2,2,1,1,1,1,2.5,1,3,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
408,3,4,1,4,4.5,4,2,2,3,4,5,2,2,2,1,4,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1
409,2,2,1,2,4.5,2,1,1,1,1,2.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
411,3,2,1,3,3,3,1,2,3,1,2.5,2,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1
413,3,3,1,3,0.5,2,1,2,1,3,4.5,2,2,1,1,3,1,3,1,1,1,1,1,4,2,1,1,2,1,1,1
414,2,2,1,2,2,2,1,1,1,2,3.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
416,2,3,1,3,4.5,4,2,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
